<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
AUDCHF,D,20191206,000000,0.6744900,0.6780800,0.6735000,0.6767800
AUDCHF,D,20191208,000000,0.6759000,0.6773100,0.6753000,0.6771300
AUDCHF,D,20191209,000000,0.6771500,0.6772900,0.6728000,0.6742400
AUDCHF,D,20191210,000000,0.6743500,0.6753100,0.6690000,0.6705600
AUDCHF,D,20191211,000000,0.6705400,0.6773000,0.6691000,0.6748700
AUDCHF,D,20191212,000000,0.6749800,0.6839800,0.6741000,0.6822100
AUDCHF,D,20191213,000000,0.6822000,0.6830500,0.6741000,0.6760000
AUDCHF,D,20191215,000000,0.6747000,0.6776000,0.6747000,0.6763900
AUDCHF,D,20191216,000000,0.6763900,0.6785300,0.6742000,0.6757400
AUDCHF,D,20191217,000000,0.6757400,0.6763000,0.6699000,0.6712800
AUDCHF,D,20191218,000000,0.6712800,0.6734300,0.6699000,0.6718400
AUDCHF,D,20191219,000000,0.6718400,0.6747600,0.6710000,0.6740400
AUDCHF,D,20191220,000000,0.6740600,0.6787400,0.6729000,0.6777400
AUDCHF,D,20191222,000000,0.6748000,0.6783100,0.6748000,0.6782700
AUDCHF,D,20191223,000000,0.6782600,0.6798000,0.6768000,0.6797100
AUDCHF,D,20191224,000000,0.6797100,0.6803500,0.6767700,0.6782000
AUDCHF,D,20191225,000000,0.6781000,0.6796600,0.6754300,0.6783500
AUDCHF,D,20191226,000000,0.6783100,0.6820600,0.6777000,0.6813500
AUDCHF,D,20191227,000000,0.6817900,0.6820400,0.6779000,0.6802000
AUDCHF,D,20191229,000000,0.6793000,0.6816100,0.6783000,0.6799100
AUDCHF,D,20191230,000000,0.6799100,0.6808700,0.6764000,0.6781800
AUDCHF,D,20191231,000000,0.6782100,0.6813800,0.6765100,0.6781300
AUDCHF,D,20200101,000000,0.6783500,0.6816300,0.6749000,0.6792100
AUDCHF,D,20200102,000000,0.6792200,0.6796500,0.6768000,0.6783900
AUDCHF,D,20200103,000000,0.6783900,0.6785000,0.6731500,0.6754800
AUDCHF,D,20200105,000000,0.6746000,0.6750000,0.6721000,0.6744900
AUDCHF,D,20200106,000000,0.6745700,0.6757400,0.6701000,0.6718200
AUDCHF,D,20200107,000000,0.6718700,0.6724900,0.6627000,0.6645100
AUDCHF,D,20200108,000000,0.6645000,0.6695400,0.6614000,0.6691400
AUDCHF,D,20200109,000000,0.6691500,0.6701400,0.6651000,0.6669400
AUDCHF,D,20200110,000000,0.6669400,0.6723600,0.6660000,0.6703700
AUDCHF,D,20200112,000000,0.6703000,0.6723200,0.6675000,0.6714800
AUDCHF,D,20200113,000000,0.6714500,0.6734200,0.6688000,0.6696500
AUDCHF,D,20200114,000000,0.6696400,0.6705800,0.6658000,0.6667900
AUDCHF,D,20200115,000000,0.6667900,0.6676500,0.6625000,0.6656500
AUDCHF,D,20200116,000000,0.6656800,0.6677100,0.6637000,0.6655600
AUDCHF,D,20200117,000000,0.6656300,0.6674200,0.6630200,0.6646400
AUDCHF,D,20200119,000000,0.6601000,0.6664200,0.6601000,0.6662200
AUDCHF,D,20200120,000000,0.6662200,0.6669600,0.6635000,0.6657800
AUDCHF,D,20200121,000000,0.6657900,0.6664000,0.6615000,0.6633500
AUDCHF,D,20200122,000000,0.6633200,0.6654400,0.6607500,0.6617800
AUDCHF,D,20200123,000000,0.6617600,0.6660100,0.6609000,0.6638600
AUDCHF,D,20200124,000000,0.6639100,0.6650400,0.6607000,0.6623500
AUDCHF,D,20200126,000000,0.6618000,0.6625700,0.6588000,0.6597800
AUDCHF,D,20200127,000000,0.6597300,0.6616100,0.6541000,0.6557600
AUDCHF,D,20200128,000000,0.6558000,0.6583900,0.6516000,0.6580500
AUDCHF,D,20200129,000000,0.6580000,0.6602800,0.6558000,0.6571800
AUDCHF,D,20200130,000000,0.6571700,0.6572400,0.6480000,0.6500700
AUDCHF,D,20200131,000000,0.6500700,0.6528900,0.6423300,0.6435500
AUDCHF,D,20200202,000000,0.6440000,0.6454900,0.6428000,0.6447600
AUDCHF,D,20200203,000000,0.6447800,0.6482000,0.6435000,0.6460900
AUDCHF,D,20200204,000000,0.6460800,0.6535300,0.6442000,0.6523800
AUDCHF,D,20200205,000000,0.6524300,0.6590000,0.6508000,0.6571900
AUDCHF,D,20200206,000000,0.6571900,0.6591000,0.6550000,0.6559900
AUDCHF,D,20200207,000000,0.6560700,0.6561700,0.6491000,0.6519300
AUDCHF,D,20200209,000000,0.6520000,0.6529900,0.6491700,0.6513500
AUDCHF,D,20200210,000000,0.6512800,0.6558600,0.6505000,0.6537200
AUDCHF,D,20200211,000000,0.6537200,0.6585400,0.6524000,0.6554600
AUDCHF,D,20200212,000000,0.6555300,0.6593100,0.6542000,0.6563200
AUDCHF,D,20200213,000000,0.6562800,0.6601100,0.6551000,0.6577400
AUDCHF,D,20200214,000000,0.6578300,0.6598600,0.6567000,0.6587000
AUDCHF,D,20200216,000000,0.6569000,0.6606500,0.6569000,0.6601300
AUDCHF,D,20200217,000000,0.6602200,0.6613800,0.6569000,0.6580100
AUDCHF,D,20200218,000000,0.6579800,0.6582400,0.6534000,0.6581600
AUDCHF,D,20200219,000000,0.6581800,0.6596400,0.6552000,0.6571100
AUDCHF,D,20200220,000000,0.6571700,0.6579100,0.6490000,0.6504500
AUDCHF,D,20200221,000000,0.6504600,0.6517200,0.6459000,0.6476900
AUDCHF,D,20200223,000000,0.6478600,0.6506000,0.6439900,0.6465300
AUDCHF,D,20200224,000000,0.6466300,0.6482100,0.6445000,0.6477600
AUDCHF,D,20200225,000000,0.6476900,0.6486800,0.6427000,0.6447200
AUDCHF,D,20200226,000000,0.6447100,0.6459000,0.6381000,0.6392200
AUDCHF,D,20200227,000000,0.6392500,0.6400200,0.6346000,0.6373600
AUDCHF,D,20200228,000000,0.6374700,0.6379400,0.6226400,0.6276600
AUDCHF,D,20200301,000000,0.6266000,0.6285600,0.6212700,0.6277600
AUDCHF,D,20200302,000000,0.6278000,0.6339900,0.6232000,0.6276100
AUDCHF,D,20200303,000000,0.6276100,0.6342700,0.6227000,0.6290500
AUDCHF,D,20200304,000000,0.6291400,0.6347500,0.6288000,0.6340800
AUDCHF,D,20200305,000000,0.6340000,0.6346600,0.6233200,0.6256900
AUDCHF,D,20200306,000000,0.6257900,0.6268200,0.6179000,0.6222500
AUDCHF,D,20200308,000000,0.6225400,0.6225400,0.6112800,0.6131600
AUDCHF,D,20200309,000000,0.6131600,0.6198000,0.5781400,0.6124600
AUDCHF,D,20200310,000000,0.6124600,0.6154100,0.6033900,0.6084100
AUDCHF,D,20200311,000000,0.6084800,0.6127100,0.6051000,0.6080800
AUDCHF,D,20200312,000000,0.6080400,0.6086100,0.5861300,0.5925200
AUDCHF,D,20200313,000000,0.5925600,0.6016000,0.5834000,0.5873100
AUDCHF,D,20200315,000000,0.5831000,0.5954500,0.5771200,0.5845800
AUDCHF,D,20200316,000000,0.5846900,0.5871200,0.5751000,0.5779200
AUDCHF,D,20200317,000000,0.5780900,0.5839100,0.5725000,0.5748000
AUDCHF,D,20200318,000000,0.5747100,0.5775600,0.5552000,0.5600600
AUDCHF,D,20200319,000000,0.5603500,0.5841100,0.5334000,0.5677200
AUDCHF,D,20200320,000000,0.5678300,0.5855500,0.5636000,0.5716900
AUDCHF,D,20200322,000000,0.5707000,0.5738400,0.5625900,0.5665600
AUDCHF,D,20200323,000000,0.5667400,0.5780400,0.5612000,0.5767500
AUDCHF,D,20200324,000000,0.5769000,0.5876200,0.5722000,0.5850400
AUDCHF,D,20200325,000000,0.5852000,0.5949000,0.5749000,0.5759600
AUDCHF,D,20200326,000000,0.5760400,0.5866900,0.5720000,0.5844100
AUDCHF,D,20200327,000000,0.5845600,0.5907300,0.5798000,0.5860000
AUDCHF,D,20200329,000000,0.5859800,0.5879800,0.5820000,0.5867100
AUDCHF,D,20200330,000000,0.5867100,0.5923300,0.5835000,0.5916500
AUDCHF,D,20200331,000000,0.5917700,0.5963700,0.5827700,0.5901500
AUDCHF,D,20200401,000000,0.5900600,0.5977500,0.5832000,0.5884400
AUDCHF,D,20200402,000000,0.5885800,0.5912800,0.5829000,0.5908800
AUDCHF,D,20200403,000000,0.5909100,0.5916700,0.5832000,0.5848200
AUDCHF,D,20200405,000000,0.5860200,0.5876000,0.5819000,0.5856400
AUDCHF,D,20200406,000000,0.5856800,0.5987300,0.5849000,0.5983900
AUDCHF,D,20200407,000000,0.5983100,0.6029200,0.5954000,0.5962700
AUDCHF,D,20200408,000000,0.5962600,0.6066900,0.5938000,0.6057500
AUDCHF,D,20200409,000000,0.6057900,0.6140100,0.6019000,0.6118500
AUDCHF,D,20200410,000000,0.6119300,0.6149800,0.6098000,0.6127200
AUDCHF,D,20200412,000000,0.6126900,0.6136300,0.6092000,0.6118200
AUDCHF,D,20200413,000000,0.6118400,0.6195400,0.6106000,0.6186000
AUDCHF,D,20200414,000000,0.6186800,0.6207100,0.6137000,0.6177100
AUDCHF,D,20200415,000000,0.6177700,0.6179600,0.6076000,0.6088100
AUDCHF,D,20200416,000000,0.6088400,0.6185400,0.6058000,0.6163200
AUDCHF,D,20200417,000000,0.6162800,0.6176900,0.6122000,0.6146500
AUDCHF,D,20200419,000000,0.6147300,0.6169000,0.6118000,0.6133900
AUDCHF,D,20200420,000000,0.6134500,0.6179600,0.6117000,0.6138600
AUDCHF,D,20200421,000000,0.6138800,0.6144500,0.6066000,0.6097900
AUDCHF,D,20200422,000000,0.6102200,0.6158600,0.6086000,0.6124700
AUDCHF,D,20200423,000000,0.6124800,0.6235600,0.6106000,0.6224900
AUDCHF,D,20200424,000000,0.6224300,0.6233000,0.6181100,0.6215100
AUDCHF,D,20200426,000000,0.6210400,0.6229200,0.6193000,0.6228300
AUDCHF,D,20200427,000000,0.6228300,0.6309700,0.6216000,0.6292000
AUDCHF,D,20200428,000000,0.6293600,0.6348300,0.6271000,0.6330000
AUDCHF,D,20200429,000000,0.6331900,0.6389700,0.6324000,0.6381900
AUDCHF,D,20200430,000000,0.6383100,0.6402600,0.6256000,0.6276600
AUDCHF,D,20200501,000000,0.6275100,0.6279800,0.6152000,0.6167900
AUDCHF,D,20200503,000000,0.6165700,0.6169800,0.6128000,0.6136000
AUDCHF,D,20200504,000000,0.6137300,0.6213200,0.6131000,0.6204700
AUDCHF,D,20200505,000000,0.6204600,0.6283100,0.6197000,0.6255800
AUDCHF,D,20200506,000000,0.6257200,0.6282900,0.6212000,0.6232900
AUDCHF,D,20200507,000000,0.6233200,0.6341800,0.6225000,0.6325100
AUDCHF,D,20200508,000000,0.6323900,0.6361500,0.6315000,0.6333700
AUDCHF,D,20200510,000000,0.6334900,0.6359300,0.6303000,0.6346600
AUDCHF,D,20200511,000000,0.6346300,0.6365400,0.6273000,0.6307900
AUDCHF,D,20200512,000000,0.6308000,0.6333000,0.6251000,0.6256000
AUDCHF,D,20200513,000000,0.6257300,0.6313400,0.6249000,0.6270700
AUDCHF,D,20200514,000000,0.6272200,0.6299200,0.6231000,0.6296300
AUDCHF,D,20200515,000000,0.6297200,0.6300600,0.6220000,0.6230200
AUDCHF,D,20200517,000000,0.6226800,0.6246900,0.6206000,0.6244000
AUDCHF,D,20200518,000000,0.6245200,0.6355600,0.6231000,0.6331000
AUDCHF,D,20200519,000000,0.6339300,0.6390500,0.6322000,0.6351400
AUDCHF,D,20200520,000000,0.6351800,0.6379200,0.6316000,0.6358600
AUDCHF,D,20200521,000000,0.6359900,0.6387100,0.6319000,0.6373900
AUDCHF,D,20200522,000000,0.6374200,0.6379900,0.6313000,0.6341800
AUDCHF,D,20200524,000000,0.6341100,0.6360000,0.6320000,0.6357100
AUDCHF,D,20200525,000000,0.6356900,0.6363100,0.6332000,0.6362000
AUDCHF,D,20200526,000000,0.6362600,0.6443000,0.6349000,0.6416500
AUDCHF,D,20200527,000000,0.6415400,0.6474000,0.6361000,0.6409300
AUDCHF,D,20200528,000000,0.6409500,0.6446600,0.6363900,0.6394100
AUDCHF,D,20200529,000000,0.6395300,0.6430200,0.6363000,0.6404700
AUDCHF,D,20200531,000000,0.6403200,0.6412100,0.6374000,0.6395200
AUDCHF,D,20200601,000000,0.6396400,0.6546000,0.6386400,0.6519800
AUDCHF,D,20200602,000000,0.6519600,0.6657400,0.6506000,0.6647800
AUDCHF,D,20200603,000000,0.6647600,0.6711000,0.6605000,0.6659600
AUDCHF,D,20200604,000000,0.6659800,0.6680400,0.6596000,0.6630500
AUDCHF,D,20200605,000000,0.6629200,0.6743000,0.6614000,0.6701500
AUDCHF,D,20200607,000000,0.6702400,0.6731900,0.6673000,0.6729700
AUDCHF,D,20200608,000000,0.6729600,0.6735400,0.6655000,0.6725000
AUDCHF,D,20200609,000000,0.6726100,0.6739500,0.6581000,0.6598800
AUDCHF,D,20200610,000000,0.6600300,0.6659100,0.6566000,0.6575200
AUDCHF,D,20200611,000000,0.6575900,0.6597400,0.6428000,0.6447300
AUDCHF,D,20200612,000000,0.6447100,0.6545300,0.6416000,0.6535800
AUDCHF,D,20200614,000000,0.6531300,0.6537500,0.6481000,0.6494000
AUDCHF,D,20200615,000000,0.6494000,0.6608700,0.6449000,0.6607300
AUDCHF,D,20200616,000000,0.6608000,0.6619600,0.6496000,0.6557500
AUDCHF,D,20200617,000000,0.6557400,0.6590000,0.6510000,0.6522700
AUDCHF,D,20200618,000000,0.6524100,0.6549900,0.6484000,0.6525500
AUDCHF,D,20200619,000000,0.6524600,0.6560200,0.6495000,0.6503000
AUDCHF,D,20200621,000000,0.6502500,0.6507000,0.6461000,0.6494500
AUDCHF,D,20200622,000000,0.6495000,0.6566900,0.6481800,0.6560600
AUDCHF,D,20200623,000000,0.6559700,0.6584800,0.6499000,0.6557400
AUDCHF,D,20200624,000000,0.6556400,0.6574000,0.6488900,0.6499800
AUDCHF,D,20200625,000000,0.6500300,0.6540600,0.6489000,0.6532200
AUDCHF,D,20200626,000000,0.6532300,0.6538100,0.6485000,0.6503500
AUDCHF,D,20200628,000000,0.6500800,0.6507500,0.6467400,0.6502800
AUDCHF,D,20200629,000000,0.6492000,0.6539700,0.6477600,0.6534300
AUDCHF,D,20200630,000000,0.6535500,0.6550900,0.6495000,0.6533300
AUDCHF,D,20200701,000000,0.6534700,0.6567300,0.6514000,0.6536400
AUDCHF,D,20200702,000000,0.6536400,0.6558600,0.6521000,0.6542300
AUDCHF,D,20200703,000000,0.6542700,0.6569300,0.6528600,0.6555000
AUDCHF,D,20200705,000000,0.6552600,0.6567500,0.6522800,0.6565900
AUDCHF,D,20200706,000000,0.6564700,0.6581300,0.6539000,0.6568000
AUDCHF,D,20200707,000000,0.6569300,0.6585100,0.6529000,0.6541500
AUDCHF,D,20200708,000000,0.6542800,0.6557200,0.6517000,0.6553600
AUDCHF,D,20200709,000000,0.6554800,0.6560000,0.6526000,0.6544000
AUDCHF,D,20200710,000000,0.6544500,0.6554000,0.6516000,0.6538300
AUDCHF,D,20200712,000000,0.6534700,0.6567000,0.6508900,0.6535200
AUDCHF,D,20200713,000000,0.6534800,0.6581600,0.6522000,0.6532300
AUDCHF,D,20200714,000000,0.6531600,0.6568800,0.6505000,0.6562000
AUDCHF,D,20200715,000000,0.6564900,0.6629700,0.6554000,0.6615400
AUDCHF,D,20200716,000000,0.6614800,0.6626100,0.6574000,0.6593500
AUDCHF,D,20200717,000000,0.6594100,0.6606800,0.6549000,0.6559000
AUDCHF,D,20200719,000000,0.6562600,0.6573500,0.6536000,0.6571500
AUDCHF,D,20200720,000000,0.6571400,0.6595800,0.6546800,0.6591200
AUDCHF,D,20200721,000000,0.6592500,0.6668800,0.6578000,0.6654400
AUDCHF,D,20200722,000000,0.6656000,0.6686800,0.6620200,0.6635300
AUDCHF,D,20200723,000000,0.6636400,0.6647700,0.6555000,0.6568700
AUDCHF,D,20200724,000000,0.6568600,0.6584600,0.6523000,0.6535700
AUDCHF,D,20200726,000000,0.6535800,0.6547000,0.6513600,0.6536600
AUDCHF,D,20200727,000000,0.6526000,0.6588200,0.6526000,0.6582400
AUDCHF,D,20200728,000000,0.6582800,0.6603100,0.6535000,0.6570300
AUDCHF,D,20200729,000000,0.6570800,0.6590500,0.6535000,0.6543100
AUDCHF,D,20200730,000000,0.6544200,0.6557800,0.6489000,0.6543300
AUDCHF,D,20200731,000000,0.6542400,0.6554200,0.6501000,0.6518700
AUDCHF,D,20200802,000000,0.6512600,0.6543500,0.6495000,0.6519000
AUDCHF,D,20200803,000000,0.6527000,0.6558500,0.6504000,0.6529400
AUDCHF,D,20200804,000000,0.6530200,0.6557700,0.6508000,0.6547900
AUDCHF,D,20200805,000000,0.6549200,0.6572900,0.6516600,0.6536000
AUDCHF,D,20200806,000000,0.6535500,0.6590400,0.6508000,0.6580000
AUDCHF,D,20200807,000000,0.6580200,0.6596200,0.6511930,0.6526100
AUDCHF,D,20200809,000000,0.6525900,0.6545000,0.6510400,0.6531600
AUDCHF,D,20200810,000000,0.6531900,0.6575200,0.6523000,0.6551300
AUDCHF,D,20200811,000000,0.6551100,0.6575500,0.6528600,0.6555300
AUDCHF,D,20200812,000000,0.6555400,0.6557800,0.6499000,0.6532200
AUDCHF,D,20200813,000000,0.6532500,0.6542800,0.6481800,0.6501000
AUDCHF,D,20200814,000000,0.6502100,0.6525800,0.6484400,0.6513400
AUDCHF,D,20200816,000000,0.6513200,0.6537700,0.6500000,0.6535100
AUDCHF,D,20200817,000000,0.6536600,0.6543700,0.6502000,0.6539400
AUDCHF,D,20200818,000000,0.6539800,0.6554000,0.6513000,0.6549300
AUDCHF,D,20200819,000000,0.6548900,0.6602500,0.6528000,0.6573700
AUDCHF,D,20200820,000000,0.6573800,0.6579100,0.6498000,0.6533700
AUDCHF,D,20200821,000000,0.6534100,0.6550900,0.6508000,0.6521200
AUDCHF,D,20200823,000000,0.6522900,0.6542000,0.6493000,0.6529500
AUDCHF,D,20200824,000000,0.6529400,0.6550000,0.6507800,0.6537800
AUDCHF,D,20200825,000000,0.6536700,0.6543200,0.6497000,0.6535700
AUDCHF,D,20200826,000000,0.6534800,0.6574900,0.6525000,0.6573200
AUDCHF,D,20200827,000000,0.6574000,0.6610800,0.6557000,0.6608200
AUDCHF,D,20200828,000000,0.6609200,0.6659500,0.6589000,0.6654700
AUDCHF,D,20200830,000000,0.6655400,0.6662900,0.6631000,0.6658800
AUDCHF,D,20200831,000000,0.6658800,0.6675400,0.6626000,0.6668500
AUDCHF,D,20200901,000000,0.6669400,0.6711400,0.6650000,0.6708700
AUDCHF,D,20200902,000000,0.6708200,0.6712600,0.6646000,0.6678500
AUDCHF,D,20200903,000000,0.6677500,0.6689500,0.6592000,0.6601300
AUDCHF,D,20200904,000000,0.6600400,0.6662600,0.6594000,0.6648200
AUDCHF,D,20200906,000000,0.6644000,0.6659900,0.6626000,0.6650400
AUDCHF,D,20200907,000000,0.6651300,0.6675100,0.6633000,0.6670800
AUDCHF,D,20200908,000000,0.6671800,0.6700400,0.6593600,0.6618300
AUDCHF,D,20200909,000000,0.6618100,0.6654800,0.6606600,0.6635600
AUDCHF,D,20200910,000000,0.6636400,0.6637100,0.6587500,0.6609700
AUDCHF,D,20200911,000000,0.6609700,0.6641800,0.6596000,0.6612800
AUDCHF,D,20200913,000000,0.6613700,0.6623500,0.6588000,0.6616800
AUDCHF,D,20200914,000000,0.6617200,0.6625500,0.6584000,0.6615000
AUDCHF,D,20200915,000000,0.6616000,0.6656400,0.6594000,0.6627700
AUDCHF,D,20200916,000000,0.6627600,0.6665700,0.6618000,0.6643800
AUDCHF,D,20200917,000000,0.6643800,0.6661100,0.6616100,0.6642500
AUDCHF,D,20200918,000000,0.6642500,0.6660700,0.6620000,0.6639400
AUDCHF,D,20200920,000000,0.6641000,0.6649400,0.6621500,0.6644100
AUDCHF,D,20200921,000000,0.6645000,0.6662600,0.6579000,0.6615500
AUDCHF,D,20200922,000000,0.6616400,0.6621200,0.6574000,0.6598400
AUDCHF,D,20200923,000000,0.6599100,0.6602500,0.6513000,0.6527400
AUDCHF,D,20200924,000000,0.6528300,0.6541900,0.6486000,0.6537100
AUDCHF,D,20200925,000000,0.6538100,0.6563500,0.6502600,0.6522600
AUDCHF,D,20200927,000000,0.6522000,0.6538700,0.6506000,0.6534400
AUDCHF,D,20200928,000000,0.6535300,0.6562400,0.6517000,0.6553400
AUDCHF,D,20200929,000000,0.6553500,0.6582400,0.6532000,0.6568800
AUDCHF,D,20200930,000000,0.6569800,0.6613500,0.6532000,0.6596700
AUDCHF,D,20201001,000000,0.6597600,0.6617300,0.6575000,0.6598600
AUDCHF,D,20201002,000000,0.6598600,0.6603600,0.6548000,0.6587000
AUDCHF,D,20201004,000000,0.6590400,0.6594000,0.6550000,0.6585000
AUDCHF,D,20201005,000000,0.6584900,0.6600700,0.6555700,0.6581800
AUDCHF,D,20201006,000000,0.6581900,0.6592900,0.6506000,0.6522900
AUDCHF,D,20201007,000000,0.6523000,0.6553900,0.6508000,0.6543200
AUDCHF,D,20201008,000000,0.6544000,0.6585800,0.6525000,0.6579000
AUDCHF,D,20201009,000000,0.6578400,0.6592800,0.6549000,0.6581600
AUDCHF,D,20201011,000000,0.6581600,0.6587500,0.6544000,0.6578100
AUDCHF,D,20201012,000000,0.6578000,0.6590800,0.6541000,0.6553500
AUDCHF,D,20201013,000000,0.6552900,0.6560800,0.6511000,0.6555200
AUDCHF,D,20201014,000000,0.6555900,0.6571400,0.6504000,0.6521500
AUDCHF,D,20201015,000000,0.6522400,0.6526600,0.6446000,0.6481900
AUDCHF,D,20201016,000000,0.6482700,0.6491200,0.6452000,0.6470200
AUDCHF,D,20201018,000000,0.6469600,0.6492800,0.6445600,0.6490600
AUDCHF,D,20201019,000000,0.6489700,0.6504900,0.6408000,0.6422000
AUDCHF,D,20201020,000000,0.6423100,0.6424600,0.6363000,0.6391700
AUDCHF,D,20201021,000000,0.6392600,0.6452400,0.6385000,0.6435100
AUDCHF,D,20201022,000000,0.6436000,0.6476200,0.6417000,0.6467900
AUDCHF,D,20201023,000000,0.6468800,0.6475200,0.6427000,0.6448200
AUDCHF,D,20201025,000000,0.6447700,0.6461800,0.6431000,0.6449800
AUDCHF,D,20201026,000000,0.6450900,0.6480100,0.6421000,0.6461200
AUDCHF,D,20201027,000000,0.6460800,0.6488800,0.6452000,0.6474200
AUDCHF,D,20201028,000000,0.6473200,0.6506300,0.6401000,0.6424100
AUDCHF,D,20201029,000000,0.6425000,0.6446200,0.6394000,0.6441300
AUDCHF,D,20201030,000000,0.6441500,0.6470300,0.6408000,0.6442800
AUDCHF,D,20201101,000000,0.6442800,0.6442800,0.6405000,0.6427200
AUDCHF,D,20201102,000000,0.6427200,0.6488600,0.6405000,0.6480300
AUDCHF,D,20201103,000000,0.6479100,0.6561300,0.6448000,0.6552400
AUDCHF,D,20201104,000000,0.6553400,0.6567900,0.6459000,0.6544300
AUDCHF,D,20201105,000000,0.6545800,0.6595800,0.6512000,0.6566900
AUDCHF,D,20201106,000000,0.6567400,0.6580000,0.6516000,0.6531000
AUDCHF,D,20201108,000000,0.6526000,0.6555300,0.6526000,0.6551700
AUDCHF,D,20201109,000000,0.6550900,0.6665000,0.6534000,0.6643600
AUDCHF,D,20201110,000000,0.6644000,0.6681700,0.6625000,0.6662700
AUDCHF,D,20201111,000000,0.6662700,0.6701300,0.6647000,0.6676000
AUDCHF,D,20201112,000000,0.6676500,0.6681000,0.6603000,0.6622000
AUDCHF,D,20201113,000000,0.6623200,0.6642500,0.6596000,0.6629400
AUDCHF,D,20201115,000000,0.6628300,0.6654600,0.6605000,0.6648900
AUDCHF,D,20201116,000000,0.6649000,0.6683100,0.6630000,0.6678100
AUDCHF,D,20201117,000000,0.6678200,0.6684500,0.6628000,0.6649200
AUDCHF,D,20201118,000000,0.6649200,0.6671200,0.6621000,0.6652400
AUDCHF,D,20201119,000000,0.6653300,0.6658100,0.6606600,0.6621500
AUDCHF,D,20201120,000000,0.6621500,0.6669400,0.6611800,0.6647600
AUDCHF,D,20201122,000000,0.6646000,0.6662000,0.6640300,0.6658500
AUDCHF,D,20201123,000000,0.6658900,0.6677500,0.6633000,0.6655500
AUDCHF,D,20201124,000000,0.6655700,0.6715300,0.6648000,0.6710000
AUDCHF,D,20201125,000000,0.6710000,0.6714900,0.6661000,0.6687500
AUDCHF,D,20201126,000000,0.6687700,0.6695500,0.6654900,0.6667800
AUDCHF,D,20201127,000000,0.6668700,0.6698800,0.6656000,0.6675700
AUDCHF,D,20201129,000000,0.6667000,0.6695800,0.6651000,0.6691000
AUDCHF,D,20201130,000000,0.6691700,0.6694900,0.6641000,0.6683000
AUDCHF,D,20201201,000000,0.6683500,0.6687200,0.6611800,0.6637800
AUDCHF,D,20201202,000000,0.6638800,0.6654500,0.6582000,0.6633200
AUDCHF,D,20201203,000000,0.6633200,0.6644000,0.6607000,0.6624000
AUDCHF,D,20201204,000000,0.6624200,0.6629300,0.6586800,0.6615200
AUDCHF,D,20201206,000000,0.6618200,0.6645000,0.6591100,0.6625800
AUDCHF,D,20201207,000000,0.6625300,0.6627800,0.6574000,0.6605400
AUDCHF,D,20201208,000000,0.6604300,0.6619200,0.6573000,0.6584000
AUDCHF,D,20201209,000000,0.6584400,0.6652600,0.6575000,0.6610900
AUDCHF,D,20201210,000000,0.6610900,0.6689200,0.6603000,0.6664100
AUDCHF,D,20201211,000000,0.6664400,0.6717200,0.6657000,0.6699400
AUDCHF,D,20201213,000000,0.6705000,0.6716000,0.6689700,0.6707400
AUDCHF,D,20201214,000000,0.6707500,0.6722500,0.6656000,0.6680800
